Specimen ID,Specimen,Plate ID,Well ID,Sample,Run Time,All Abs. Count
1,Specimen1,1,A1,Control_A,4/17/23 18:16,4148
1,Specimen1,1,A2,pH6_A,4/17/23 18:18,2942
1,Specimen1,1,A3,pH7.4_A,4/17/23 18:21,2356
1,Specimen1,1,A4,15C_A,4/17/23 18:23,2083
1,Specimen1,1,A5,30C_A,4/17/23 18:25,1980
1,Specimen1,1,A6,High Iron_A,4/17/23 18:28,2040
1,Specimen1,1,A7,Stagnant_A,4/17/23 18:30,2066
1,Specimen1,1,A8,No Vit.Min_A,4/17/23 18:32,2031
1,Specimen1,1,B1,Control_B,4/17/23 18:35,1983
1,Specimen1,1,B2,pH6_B,4/17/23 18:37,2068
1,Specimen1,1,B3,pH7.4_B,4/17/23 18:40,2090
1,Specimen1,1,B4,15C_B,4/17/23 18:42,1790
1,Specimen1,1,B5,30C_B,4/17/23 18:45,1974
1,Specimen1,1,B6,High Iron_B,4/17/23 18:47,2140
1,Specimen1,1,B7,Stagnant_B,4/17/23 18:49,2010
1,Specimen1,1,B8,No Vit.Min_B,4/17/23 18:51,2125
1,Specimen1,1,C1,Control_C,4/17/23 18:54,1918
1,Specimen1,1,C2,pH6_C,4/17/23 18:56,2077
1,Specimen1,1,C3,pH7.4_C,4/17/23 18:58,2055
1,Specimen1,1,C4,15C_C,4/17/23 19:01,1972
1,Specimen1,1,C5,30C_C,4/17/23 19:03,1914
1,Specimen1,1,C6,High Iron_C,4/17/23 19:05,2012
1,Specimen1,1,C7,Stagnant_C,4/17/23 19:08,1909
1,Specimen1,1,C8,No Vit.Min_C,4/17/23 19:10,2031
1,Specimen1,1,D1,Control_D,4/17/23 19:12,1760
1,Specimen1,1,D2,pH6_D,4/17/23 19:14,1705
1,Specimen1,1,D3,pH7.4_D,4/17/23 19:17,1687
1,Specimen1,1,D4,15C_D,4/17/23 19:19,1711
1,Specimen1,1,D5,30C_D,4/17/23 19:22,1709
1,Specimen1,1,D6,High Iron_D,4/17/23 19:24,1696
1,Specimen1,1,D7,Stagnant_D,4/17/23 19:26,1721
1,Specimen1,1,D8,No Vit.Min_D,4/17/23 19:28,1679
2,Specimen2,2,A1,Control_A,4/18/23 17:29,2724
2,Specimen2,2,A2,pH6_A,4/18/23 17:31,3246
2,Specimen2,2,A3,pH7.4_A,4/18/23 17:34,2876
2,Specimen2,2,A4,15C_A,4/18/23 17:36,2466
2,Specimen2,2,A5,30C_A,4/18/23 17:39,2547
2,Specimen2,2,A6,High Iron_A,4/18/23 17:41,2349
2,Specimen2,2,A7,Stagnant_A,4/18/23 17:44,2317
2,Specimen2,2,A8,No Vit.Min_A,4/18/23 17:46,3249
2,Specimen2,2,B1,Control_B,4/18/23 17:48,2154
2,Specimen2,2,B2,pH6_B,4/18/23 17:50,2242
2,Specimen2,2,B3,pH7.4_B,4/18/23 17:53,2255
2,Specimen2,2,B4,15C_B,4/18/23 17:55,2172
2,Specimen2,2,B5,30C_B,4/18/23 17:58,2882
2,Specimen2,2,B6,High Iron_B,4/18/23 18:00,2405
2,Specimen2,2,B7,Stagnant_B,4/18/23 18:02,2350
2,Specimen2,2,B8,No Vit.Min_B,4/18/23 18:05,2845
2,Specimen2,2,C1,Control_C,4/18/23 18:07,2462
2,Specimen2,2,C2,pH6_C,4/18/23 18:09,2561
2,Specimen2,2,C3,pH7.4_C,4/18/23 18:12,2794
2,Specimen2,2,C4,15C_C,4/18/23 18:14,2092
2,Specimen2,2,C5,30C_C,4/18/23 18:16,3052
2,Specimen2,2,C6,High Iron_C,4/18/23 18:18,2443
2,Specimen2,2,C7,Stagnant_C,4/18/23 18:21,2074
2,Specimen2,2,C8,No Vit.Min_C,4/18/23 18:23,2617
2,Specimen2,2,D1,Control_D,4/18/23 18:26,1873
2,Specimen2,2,D2,pH6_D,4/18/23 18:28,1936
2,Specimen2,2,D3,pH7.4_D,4/18/23 18:30,1889
2,Specimen2,2,D4,15C_D,4/18/23 18:33,1939
2,Specimen2,2,D5,30C_D,4/18/23 18:35,1888
2,Specimen2,2,D6,High Iron_D,4/18/23 18:38,1987
2,Specimen2,2,D7,Stagnant_D,4/18/23 18:40,1920
2,Specimen2,2,D8,No Vit.Min_D,4/18/23 18:43,1955
3,Specimen3,3,A1,Control_A,4/19/23 16:32,2079
3,Specimen3,3,A2,pH6_A,4/19/23 16:35,2390
3,Specimen3,3,A3,pH7.4_A,4/19/23 16:37,2566
3,Specimen3,3,A4,15C_A,4/19/23 16:39,2818
3,Specimen3,3,A5,30C_A,4/19/23 16:42,2430
3,Specimen3,3,A6,High Iron_A,4/19/23 16:44,2250
3,Specimen3,3,A7,Stagnant_A,4/19/23 16:46,3029
3,Specimen3,3,A8,No Vit.Min_A,4/19/23 16:49,2927
3,Specimen3,3,B1,Control_B,4/19/23 16:51,2189
3,Specimen3,3,B2,pH6_B,4/19/23 16:53,2422
3,Specimen3,3,B3,pH7.4_B,4/19/23 16:55,2529
3,Specimen3,3,B4,15C_B,4/19/23 16:57,2871
3,Specimen3,3,B5,30C_B,4/19/23 17:00,3108
3,Specimen3,3,B6,High Iron_B,4/19/23 17:02,2433
3,Specimen3,3,B7,Stagnant_B,4/19/23 17:04,2313
3,Specimen3,3,B8,No Vit.Min_B,4/19/23 17:06,2736
3,Specimen3,3,C1,Control_C,4/19/23 17:09,2844
3,Specimen3,3,C2,pH6_C,4/19/23 17:11,2381
3,Specimen3,3,C3,pH7.4_C,4/19/23 17:13,2849
3,Specimen3,3,C4,15C_C,4/19/23 17:16,2218
3,Specimen3,3,C5,30C_C,4/19/23 17:18,3546
3,Specimen3,3,C6,High Iron_C,4/19/23 17:20,2359
3,Specimen3,3,C7,Stagnant_C,4/19/23 17:23,3224
3,Specimen3,3,C8,No Vit.Min_C,4/19/23 17:25,2744
3,Specimen3,3,D1,Control_D,4/19/23 17:27,1951
3,Specimen3,3,D2,pH6_D,4/19/23 17:30,1971
3,Specimen3,3,D3,pH7.4_D,4/19/23 17:32,1892
3,Specimen3,3,D4,15C_D,4/19/23 17:34,1890
3,Specimen3,3,D5,30C_D,4/19/23 17:37,1942
3,Specimen3,3,D6,High Iron_D,4/19/23 17:39,1910
3,Specimen3,3,D7,Stagnant_D,4/19/23 17:41,1887
3,Specimen3,3,D8,No Vit.Min_D,4/19/23 17:44,1946
4,Specimen4,4,A1,Control_A,4/20/23 16:29,2612
4,Specimen4,4,A2,pH6_A,4/20/23 16:31,2667
4,Specimen4,4,A3,pH7.4_A,4/20/23 16:33,2998
4,Specimen4,4,A4,15C_A,4/20/23 16:35,3242
