Specimen ID,Specimen,Plate ID,Well ID,Sample,Run Time,All Abs. Count
1,Specimen1,1,A1,Control_A,12/11/22 13:52,551
1,Specimen1,1,A2,pH 6_A,12/11/22 13:54,375
1,Specimen1,1,A3,pH 7.4_A,12/11/22 13:57,438
1,Specimen1,1,A4,15C_A,12/11/22 13:59,453
1,Specimen1,1,A5,30C_A,12/11/22 14:02,415
1,Specimen1,1,A6,High Iron_A,12/11/22 14:04,1981
1,Specimen1,1,A7,Stagnant_A,12/11/22 14:07,223
1,Specimen1,1,A8,No Vit.Min._A,12/11/22 14:09,110
1,Specimen1,1,B1,Control_B,12/11/22 14:12,485
1,Specimen1,1,B2,pH 6_B,12/11/22 14:14,264
1,Specimen1,1,B3,pH 7.4_B,12/11/22 14:16,380
1,Specimen1,1,B4,15C_B,12/11/22 14:19,372
1,Specimen1,1,B5,30C_B,12/11/22 14:21,327
1,Specimen1,1,B6,High Iron_B,12/11/22 14:24,1758
1,Specimen1,1,B7,Stagnant_B,12/11/22 14:26,157
1,Specimen1,1,B8,No Vit.Min._B,12/11/22 14:29,219
1,Specimen1,1,C1,Control_C,12/11/22 14:31,359
1,Specimen1,1,C2,pH 6_C,12/11/22 14:33,224
1,Specimen1,1,C3,pH 7.4_C,12/11/22 14:36,209
1,Specimen1,1,C4,15C_C,12/11/22 14:38,297
1,Specimen1,1,C5,30C_C,12/11/22 14:41,309
1,Specimen1,1,C6,High Iron_C,12/11/22 14:43,1819
1,Specimen1,1,C7,Stagnant_C,12/11/22 14:46,147
1,Specimen1,1,C8,No Vit.Min._C,12/11/22 14:48,202
1,Specimen1,1,D1,Control_D,12/11/22 14:51,96.4
1,Specimen1,1,D2,pH 6_D,12/11/22 14:53,34.5
1,Specimen1,1,D3,pH 7.4_D,12/11/22 14:55,21.8
1,Specimen1,1,D4,15C_D,12/11/22 14:57,50.8
1,Specimen1,1,D5,30C_D,12/11/22 15:00,23.1
1,Specimen1,1,D6,High Iron_D,12/11/22 15:02,11.9
1,Specimen1,1,D7,Stagnant_D,12/11/22 15:05,13.6
1,Specimen1,1,D8,No Vit.Min._D,12/11/22 15:07,8.14
2,Specimen2,2,A1,Control_A,12/11/22 16:53,2923
2,Specimen2,2,A2,pH 6_A,12/11/22 16:55,1563
2,Specimen2,2,A3,pH 7.4_A,12/11/22 16:57,1646
2,Specimen2,2,A4,15C_A,12/11/22 17:00,1851
2,Specimen2,2,A5,30C_A,12/11/22 17:02,41625
2,Specimen2,2,A6,High Iron_A,12/11/22 17:04,1564
2,Specimen2,2,A7,Stagnant_A,12/11/22 17:07,1197
2,Specimen2,2,A8,No Vit.Min._A,12/11/22 17:09,1239
2,Specimen2,2,B1,Control_B,12/11/22 17:12,3215
2,Specimen2,2,B2,pH 6_B,12/11/22 17:14,1603
2,Specimen2,2,B3,pH 7.4_B,12/11/22 17:16,1769
2,Specimen2,2,B4,15C_B,12/11/22 17:19,1786
2,Specimen2,2,B5,30C_B,12/11/22 17:21,40427
2,Specimen2,2,B6,High Iron_B,12/11/22 17:23,1929
2,Specimen2,2,B7,Stagnant_B,12/11/22 17:26,1002
2,Specimen2,2,B8,No Vit.Min._B,12/11/22 17:28,1661
2,Specimen2,2,C1,Control_C,12/11/22 17:31,2746
2,Specimen2,2,C2,pH 6_C,12/11/22 17:33,1487
2,Specimen2,2,C3,pH 7.4_C,12/11/22 17:36,1653
2,Specimen2,2,C4,15C_C,12/11/22 17:38,1688
2,Specimen2,2,C5,30C_C,12/11/22 17:40,41943
2,Specimen2,2,C6,High Iron_C,12/11/22 17:43,1756
2,Specimen2,2,C7,Stagnant_C,12/11/22 17:45,997
2,Specimen2,2,C8,No Vit.Min._C,12/11/22 17:47,1330
2,Specimen2,2,D1,Control_D,12/11/22 17:50,75.9
2,Specimen2,2,D2,pH 6_D,12/11/22 17:52,90
2,Specimen2,2,D3,pH 7.4_D,12/11/22 17:55,69.3
2,Specimen2,2,D4,15C_D,12/11/22 17:57,68.6
2,Specimen2,2,D5,30C_D,12/11/22 17:59,63.1
2,Specimen2,2,D6,High Iron_D,12/11/22 18:02,55.9
2,Specimen2,2,D7,Stagnant_D,12/11/22 18:04,60.5
2,Specimen2,2,D8,No Vit.Min._D,12/11/22 18:06,60.3
3,Specimen3,3,A1,Control_A,12/12/22 19:04,25252
3,Specimen3,3,A2,pH 6_A,12/12/22 19:06,29420
3,Specimen3,3,A3,pH 7.4_A,12/12/22 19:09,23041
3,Specimen3,3,A4,15C_A,12/12/22 19:11,8549
3,Specimen3,3,A5,30C_A,12/12/22 19:14,44622
3,Specimen3,3,A6,High Iron_A,12/12/22 19:16,30708
3,Specimen3,3,A7,Stagnant_A,12/12/22 19:18,2343
3,Specimen3,3,A8,No Vit.Min._A,12/12/22 19:21,17399
3,Specimen3,3,B1,Control_B,12/12/22 19:23,25310
3,Specimen3,3,B2,pH 6_B,12/12/22 19:25,30291
3,Specimen3,3,B3,pH 7.4_B,12/12/22 19:28,22515
3,Specimen3,3,B4,15C_B,12/12/22 19:30,8718
3,Specimen3,3,B5,30C_B,12/12/22 19:33,45093
3,Specimen3,3,B6,High Iron_B,12/12/22 19:35,39152
3,Specimen3,3,B7,Stagnant_B,12/12/22 19:38,3010
3,Specimen3,3,B8,No Vit.Min._B,12/12/22 19:40,24364
3,Specimen3,3,C1,Control_C,12/12/22 19:43,29623
3,Specimen3,3,C2,pH 6_C,12/12/22 19:45,33033
3,Specimen3,3,C3,pH 7.4_C,12/12/22 19:48,22293
3,Specimen3,3,C4,15C_C,12/12/22 19:50,8707
3,Specimen3,3,C5,30C_C,12/12/22 19:53,45750
3,Specimen3,3,C6,High Iron_C,12/12/22 19:55,38149
3,Specimen3,3,C7,Stagnant_C,12/12/22 19:57,2103
3,Specimen3,3,C8,No Vit.Min._C,12/12/22 20:00,26537
3,Specimen3,3,D1,Control_D,12/12/22 20:02,188
3,Specimen3,3,D2,pH 6_D,12/12/22 20:04,61.8
3,Specimen3,3,D3,pH 7.4_D,12/12/22 20:07,27.9
3,Specimen3,3,D4,15C_D,12/12/22 20:09,25.1
3,Specimen3,3,D5,30C_D,12/12/22 20:11,42.2
3,Specimen3,3,D6,High Iron_D,12/12/22 20:14,308
3,Specimen3,3,D7,Stagnant_D,12/12/22 20:16,21.1
3,Specimen3,3,D8,No Vit.Min._D,12/12/22 20:18,28.6
4,Specimen4,4,A1,Control_A,12/13/22 15:49,33081
4,Specimen4,4,A2,pH 6_A,12/13/22 15:52,36857
4,Specimen4,4,A3,pH 7.4_A,12/13/22 15:54,25639
4,Specimen4,4,A4,15C_A,12/13/22 15:56,18040
4,Specimen4,4,A5,30C_A,12/13/22 15:59,32632
4,Specimen4,4,A6,High Iron_A,12/13/22 16:01,37476
4,Specimen4,4,A7,Stagnant_A,12/13/22 16:03,3621
4,Specimen4,4,A8,No Vit.Min._A,12/13/22 16:06,34771
4,Specimen4,4,B1,Control_B,12/13/22 16:08,33626
4,Specimen4,4,B2,pH 6_B,12/13/22 16:10,37144
