Specimen ID,Specimen,Plate ID,Well ID,Sample,Run Time,All Abs. Count
1,Specimen1,1,A1,Control_A,2/16/23 17:40,25996
1,Specimen1,1,A2,pH 6_A,2/16/23 17:41,26125
1,Specimen1,1,A3,pH 7.4_A,2/16/23 17:42,18738
1,Specimen1,1,A4,15C_A,2/16/23 17:44,16290
1,Specimen1,1,A5,30C_A,2/16/23 17:45,16460
1,Specimen1,1,A6,High Iron_A,2/16/23 17:46,15759
1,Specimen1,1,A7,Stagnant_A,2/16/23 17:48,16186
1,Specimen1,1,A8,No Vit.Min._A,2/16/23 17:49,17489
1,Specimen1,1,B1,Control_B,2/16/23 17:51,15663
1,Specimen1,1,B2,pH 6_B,2/16/23 17:52,17321
1,Specimen1,1,B3,pH 7.4_B,2/16/23 17:53,17449
1,Specimen1,1,B4,15C_B,2/16/23 17:55,16011
1,Specimen1,1,B5,30C_B,2/16/23 17:56,16104
1,Specimen1,1,B6,High Iron_B,2/16/23 17:57,15269
1,Specimen1,1,B7,Stagnant_B,2/16/23 17:59,16502
1,Specimen1,1,B8,No Vit.Min._B,2/16/23 18:00,17763
1,Specimen1,1,C1,Control_C,2/16/23 18:01,16205
1,Specimen1,1,C2,pH 6_C,2/16/23 18:03,17677
1,Specimen1,1,C3,pH 7.4_C,2/16/23 18:04,17379
1,Specimen1,1,C4,15C_C,2/16/23 18:05,17199
1,Specimen1,1,C5,30C_C,2/16/23 18:07,17107
1,Specimen1,1,C6,High Iron_C,2/16/23 18:08,15852
1,Specimen1,1,C7,Stagnant_C,2/16/23 18:09,16725
1,Specimen1,1,C8,No Vit.Min._C,2/16/23 18:11,18299
1,Specimen1,1,D1,Control_D,2/16/23 18:12,19205
1,Specimen1,1,D2,pH 6_D,2/16/23 18:13,18375
1,Specimen1,1,D3,pH 7.4_D,2/16/23 18:15,19005
1,Specimen1,1,D4,15C_D,2/16/23 18:16,18827
1,Specimen1,1,D5,30C_D,2/16/23 18:17,18903
1,Specimen1,1,D6,High Iron_D,2/16/23 18:18,19070
1,Specimen1,1,D7,Stagnant_D,2/16/23 18:20,19061
1,Specimen1,1,D8,No Vit.Min._D,2/16/23 18:21,18270
2,Specimen2,2,A1,Control_A,2/18/23 17:14,19029
2,Specimen2,2,A2,pH 6_A,2/18/23 17:16,21971
2,Specimen2,2,A3,pH 7.4_A,2/18/23 17:17,19211
2,Specimen2,2,A4,15C_A,2/18/23 17:18,21783
2,Specimen2,2,A5,30C_A,2/18/23 17:20,19438
2,Specimen2,2,A6,High Iron_A,2/18/23 17:21,17497
2,Specimen2,2,A7,Stagnant_A,2/18/23 17:22,19433
2,Specimen2,2,A8,No Vit.Min._A,2/18/23 17:23,18811
2,Specimen2,2,B1,Control_B,2/18/23 17:25,0
2,Specimen2,2,B2,pH 6_B,2/18/23 18:55,17618
2,Specimen2,2,B3,pH 7.4_B,2/18/23 18:57,16649
2,Specimen2,2,B4,15C_B,2/18/23 18:58,16242
2,Specimen2,2,B5,30C_B,2/18/23 18:59,15598
2,Specimen2,2,B6,High Iron_B,2/18/23 19:01,16923
2,Specimen2,2,B7,Stagnant_B,2/18/23 19:02,17570
2,Specimen2,2,B8,No Vit.Min._B,2/18/23 19:04,18173
2,Specimen2,2,C1,Control_C,2/18/23 19:05,0
2,Specimen2,2,C2,pH 6_C,2/18/23 19:28,16408
2,Specimen2,2,C3,pH 7.4_C,2/18/23 19:30,15876
2,Specimen2,2,C4,15C_C,2/18/23 19:31,17442
2,Specimen2,2,C5,30C_C,2/18/23 19:32,16073
2,Specimen2,2,C6,High Iron_C,2/18/23 19:34,15905
2,Specimen2,2,C7,Stagnant_C,2/18/23 19:35,19222
2,Specimen2,2,C8,No Vit.Min._C,2/18/23 19:36,17096
2,Specimen2,2,D1,Control_D,2/18/23 19:38,0
2,Specimen2,2,D2,pH 6_D,2/18/23 19:42,0
2,Specimen2,2,D3,pH 7.4_D,2/18/23 19:46,15951
2,Specimen2,2,D4,15C_D,2/18/23 19:47,16135
2,Specimen2,2,D5,30C_D,2/18/23 19:48,15291
2,Specimen2,2,D6,High Iron_D,2/18/23 19:49,15661
2,Specimen2,2,D7,Stagnant_D,2/18/23 19:51,15041
2,Specimen2,2,D8,No Vit.Min._D,2/18/23 19:52,36915
3,Specimen3,3,A1,Control_A,2/18/23 19:56,19709
3,Specimen3,3,A2,pH 6_A,2/18/23 19:57,18071
3,Specimen3,3,A3,pH 7.4_A,2/18/23 19:58,18286
3,Specimen3,3,A4,15C_A,2/18/23 19:59,18673
3,Specimen3,3,A5,30C_A,2/18/23 20:01,20432
3,Specimen3,3,A6,High Iron_A,2/18/23 20:02,18243
3,Specimen3,3,A7,Stagnant_A,2/18/23 20:03,19058
3,Specimen3,3,A8,No Vit.Min._A,2/18/23 20:04,19256
3,Specimen3,3,B1,Control_B,2/18/23 20:06,19389
3,Specimen3,3,B2,pH 6_B,2/18/23 20:07,18196
3,Specimen3,3,B3,pH 7.4_B,2/18/23 20:09,18367
3,Specimen3,3,B4,15C_B,2/18/23 20:10,18729
3,Specimen3,3,B5,30C_B,2/18/23 20:11,20119
