Specimen ID,Specimen,Plate ID,Well ID,Sample,Run Time,All Abs. Count
1,Specimen1,1,A1,Control_A,10/6/22 17:30,2031
1,Specimen1,1,A2,pH 6_A,10/6/22 17:30,2014
1,Specimen1,1,A3,pH 7.4_A,10/6/22 17:30,1924
1,Specimen1,1,A4,15C_A,10/6/22 17:30,2394
1,Specimen1,1,A5,30C_A,10/6/22 17:30,1884
1,Specimen1,1,A6,High Iron_A,10/6/22 17:30,3631
1,Specimen1,1,A7,Stagnant_A,10/6/22 17:30,1578
1,Specimen1,1,A8,No Vit.Min._A,10/6/22 17:30,1360
1,Specimen1,1,B1,Control_B,10/6/22 17:30,2089
1,Specimen1,1,B2,pH 6_B,10/6/22 17:30,1698
1,Specimen1,1,B3,pH 7.4_B,10/6/22 17:30,1794
1,Specimen1,1,B4,15C_B,10/6/22 17:30,2224
1,Specimen1,1,B5,30C_B,10/6/22 17:30,1768
1,Specimen1,1,B6,High Iron_B,10/6/22 17:30,3404
1,Specimen1,1,B7,Stagnant_B,10/6/22 17:30,1204
1,Specimen1,1,B8,No Vit.Min._B,10/6/22 17:30,1243
1,Specimen1,1,C1,Control_C,10/6/22 17:30,1570
1,Specimen1,1,C2,pH 6_C,10/6/22 17:30,1351
1,Specimen1,1,C3,pH 7.4_C,10/6/22 17:30,1534
1,Specimen1,1,C4,15C_C,10/6/22 17:30,1581
1,Specimen1,1,C5,30C_C,10/6/22 17:30,2195
1,Specimen1,1,C6,High Iron_C,10/6/22 17:30,4417
1,Specimen1,1,C7,Stagnant_C,10/6/22 17:30,1096
1,Specimen1,1,C8,No Vit.Min._C,10/6/22 17:30,1060
1,Specimen1,1,D1,Control_D,10/6/22 17:30,92.4
1,Specimen1,1,D2,pH 6_D,10/6/22 17:30,77.2
1,Specimen1,1,D3,pH 7.4_D,10/6/22 17:30,81.6
1,Specimen1,1,D4,15C_D,10/6/22 17:30,55
1,Specimen1,1,D5,30C_D,10/6/22 17:30,89.1
1,Specimen1,1,D6,High Iron_D,10/6/22 17:30,40.9
1,Specimen1,1,D7,Stagnant_D,10/6/22 17:30,55.7
1,Specimen1,1,D8,No Vit.Min._D,10/6/22 17:30,42.9
2,Specimen2,2,A1,Control_A,10/7/22 16:04,3467
2,Specimen2,2,A2,pH 6_A,10/7/22 16:04,2690
2,Specimen2,2,A3,pH 7.4_A,10/7/22 16:04,4200
2,Specimen2,2,A4,15C_A,10/7/22 16:04,11464
2,Specimen2,2,A5,30C_A,10/7/22 16:04,29852
2,Specimen2,2,A6,High Iron_A,10/7/22 16:04,5182
2,Specimen2,2,A7,Stagnant_A,10/7/22 16:04,1905
2,Specimen2,2,A8,No Vit.Min._A,10/7/22 16:04,2458
2,Specimen2,2,B1,Control_B,10/7/22 16:04,3581
2,Specimen2,2,B2,pH 6_B,10/7/22 16:04,2650
2,Specimen2,2,B3,pH 7.4_B,10/7/22 16:04,5648
2,Specimen2,2,B4,15C_B,10/7/22 16:04,11670
2,Specimen2,2,B5,30C_B,10/7/22 16:04,33606
2,Specimen2,2,B6,High Iron_B,10/7/22 16:04,8777
2,Specimen2,2,B7,Stagnant_B,10/7/22 16:04,1696
2,Specimen2,2,B8,No Vit.Min._B,10/7/22 16:04,2111
2,Specimen2,2,C1,Control_C,10/7/22 16:04,4099
2,Specimen2,2,C2,pH 6_C,10/7/22 16:04,3851
2,Specimen2,2,C3,pH 7.4_C,10/7/22 16:04,3235
2,Specimen2,2,C4,15C_C,10/7/22 16:04,10672
2,Specimen2,2,C5,30C_C,10/7/22 16:04,31665
2,Specimen2,2,C6,High Iron_C,10/7/22 16:04,6598
2,Specimen2,2,C7,Stagnant_C,10/7/22 16:04,1998
2,Specimen2,2,C8,No Vit.Min._C,10/7/22 16:04,2359
2,Specimen2,2,D1,Control_D,10/7/22 16:04,37
2,Specimen2,2,D2,pH 6_D,10/7/22 16:04,44.9
2,Specimen2,2,D3,pH 7.4_D,10/7/22 16:04,35.6
2,Specimen2,2,D4,15C_D,10/7/22 16:04,33.2
2,Specimen2,2,D5,30C_D,10/7/22 16:04,19.1
2,Specimen2,2,D6,High Iron_D,10/7/22 16:04,1267
2,Specimen2,2,D7,Stagnant_D,10/7/22 16:04,35.4
2,Specimen2,2,D8,No Vit.Min._D,10/7/22 16:04,26.6
3,Specimen3,3,A1,Control_A,10/8/22 15:31,26599
3,Specimen3,3,A2,pH 6_A,10/8/22 15:31,24309
3,Specimen3,3,A3,pH 7.4_A,10/8/22 15:31,22662
3,Specimen3,3,A4,15C_A,10/8/22 15:31,26905
3,Specimen3,3,A5,30C_A,10/8/22 15:31,27742
3,Specimen3,3,A6,High Iron_A,10/8/22 15:31,26103
3,Specimen3,3,A7,Stagnant_A,10/8/22 15:31,4345
3,Specimen3,3,A8,No Vit.Min._A,10/8/22 15:31,18824
3,Specimen3,3,B1,Control_B,10/8/22 15:31,28206
3,Specimen3,3,B2,pH 6_B,10/8/22 15:31,25008
3,Specimen3,3,B3,pH 7.4_B,10/8/22 15:31,20878
3,Specimen3,3,B4,15C_B,10/8/22 15:31,28389
3,Specimen3,3,B5,30C_B,10/8/22 15:31,32697
3,Specimen3,3,B6,High Iron_B,10/8/22 15:31,28651
3,Specimen3,3,B7,Stagnant_B,10/8/22 15:31,3470
3,Specimen3,3,B8,No Vit.Min._B,10/8/22 15:31,19613
3,Specimen3,3,C1,Control_C,10/8/22 15:31,28353
3,Specimen3,3,C2,pH 6_C,10/8/22 15:31,23995
3,Specimen3,3,C3,pH 7.4_C,10/8/22 15:31,22629
3,Specimen3,3,C4,15C_C,10/8/22 15:31,31057
3,Specimen3,3,C5,30C_C,10/8/22 15:31,28299
3,Specimen3,3,C6,High Iron_C,10/8/22 15:31,26717
3,Specimen3,3,C7,Stagnant_C,10/8/22 15:31,3193
3,Specimen3,3,C8,No Vit.Min._C,10/8/22 15:31,21116
3,Specimen3,3,D1,Control_D,10/8/22 15:31,142
3,Specimen3,3,D2,pH 6_D,10/8/22 15:31,55.2
3,Specimen3,3,D3,pH 7.4_D,10/8/22 15:31,45.5
3,Specimen3,3,D4,15C_D,10/8/22 15:31,29.9
3,Specimen3,3,D5,30C_D,10/8/22 15:31,18.7
3,Specimen3,3,D6,High Iron_D,10/8/22 15:31,2390
3,Specimen3,3,D7,Stagnant_D,10/8/22 15:31,47.1
3,Specimen3,3,D8,No Vit.Min._D,10/8/22 15:31,30.4
4,Specimen4,4,A1,Control_A,10/9/22 14:03,35783
4,Specimen4,4,A2,pH 6_A,10/9/22 14:03,27000
4,Specimen4,4,A3,pH 7.4_A,10/9/22 14:03,26216
4,Specimen4,4,A4,15C_A,10/9/22 14:03,33479
4,Specimen4,4,A5,30C_A,10/9/22 14:03,35151
4,Specimen4,4,A6,High Iron_A,10/9/22 14:03,35600
4,Specimen4,4,A7,Stagnant_A,10/9/22 14:03,6145
4,Specimen4,4,A8,No Vit.Min._A,10/9/22 14:03,24362
4,Specimen4,4,B1,Control_B,10/9/22 14:03,33847
4,Specimen4,4,B2,pH 6_B,10/9/22 14:03,31480
